,name,streetAddress,postalCode,addressLocality,telephone,faxNumber,url,email
163,Kreisverband Homburg e.V.,Bahnhofsplatz 9,66424, Homburg,06841 99309 0,06841 99309 44,http://www.kv-homburg.drk.de,info@kv-homburg.drk.de
164,Kreisverband Höxter e.V.,Corveyer Allee 29a,37671, Höxter,05271 932150,05271 9321529,http://www.hoexter.drk.de/,info@hoexter.drk.de
165,Kreisverband Hünfeld e.V.,Mackenzeller Str. 19,36088, Hünfeld,06652 9670 0,06652 9670 70,http://www.DRK-huenfeld.de,info@DRK-huenfeld.de
166,Kreisverband Ingolstadt,Auf der Schanz 30,85049, Ingolstadt,0841 9333 0,0841 933329,http://www.kvingolstadt.brk.de/,info@kvingolstadt.brk.de
167,Kreisverband Jena-Eisenberg-Stadtroda e.V.,Dammstraße 32,07749, Jena,03641 400 0,03641 400 111,http://www.drk-jena.de,info@drk-jena.de
168,Kreisverband Jeverland e.V.,Sophienstr. 30,26441, Jever,04461  748 68 0,04461  748 68 19,http://www.drk-jeverland.de,info@drk-jeverland.de
169,Kreisverband Jülich e.V.,Oststraße 22,52428, Jülich,02461 3436 0,02461 3436 29,http://www.drk-juelich.de,info@drk-juelich.de
170,Kreisverband Kaiserslautern Land e.V.,Am Feuerwehrturm 6,66849, Landstuhl,06371 9215 0,06371 9215 20,https://www.kv-kl-land.drk.de,info@kv-kl-land.drk.de
171,Kreisverband Kaiserslautern-Stadt e.V.,Barbarossastraße 27,67655, Kaiserslautern,0631 80093 0,0631 80093 101,http://www.drk-kl.de,Info@kv-kls.drk.de
172,Kreisverband Karlsruhe e.V.,Am Mantel 3,76646, Bruchsal,07251 922 0,07251 922 104,http://www.drk-karlsruhe.de,info@drk-karlsruhe.de
173,Kreisverband Kassel Land e.V.,Weddel 10,34233, Fuldatal,0561 981099 0,0561 981099 9,http://www.drk-kassel-land.de,info@drk-kassel-land.de
174,Kreisverband Kassel-Wolfhagen e.V.,Königstor 24,34117, Kassel,0561 72904 0,0561 72904 49,http://www.drk-kassel.de,info@drk-kassel.de
175,Kreisverband Kehl e.V.,Kanzmattstr. 4,77694, Kehl,07851 9433 10,07851 9433 50,http://www.drk-kehl.de/,info@drk-kehl.de
176,Kreisverband Kelheim,Abensberger Str. 6,93309, Kelheim,09441 5028 0,09441 5028 21,http://www.kvkelheim.brk.de/,info@kvkelheim.brk.de
177,Kreisverband Kiel e.V.,Holzkoppelweg 21,24118, Kiel,0431 59008 0,0431 59008 998,http://drk-kiel.de/startseite.html,info@drk-kiel.de
178,Kreisverband Kitzingen,Schmiedelstr. 3,97318, Kitzingen,09321 2103-0,09321 2103-19,http://www.kvkitzingen.brk.de,info@kvkitzingen.brk.de
179,Kreisverband Kleve-Geldern e.V.,Lindenallee 73,47533, Kleve,02821 508 0,02821 12555,http://www.drk-kleve.de,info@drk-kleve.de
180,Kreisverband Klingenthal e.V.,Kirchstr. 56,08248, Klingenthal,037467 22107,037467 669760,http://www.drk-klingenthal.de,kontakt@drk-klingenthal.de
181,Kreisverband Koblenz-Stadt e.V.,Ferdinand-Sauerbruch-Str. 12,56073, Koblenz,0261 40636 0,0261 40636 72,http://www.drk-koblenz.de,info@drk-koblenz.de
182,Kreisverband Köln e.V.,Oskar-Jäger-Str. 42,50825, Köln,0221 5487 0,0221 5487 247 ,http://www.drk-koeln.de,info@drk-koeln.de
183,Kreisverband Korbach- Bad Arolsen e.V.,Arolser Landstr. 23,34497, Korbach,05631 9599 0,05631 9599 30,http://www.drk-korbach.de,info@drk-korbach.de
184,Kreisverband Köthen e.V.,Siebenbrünnenpromenade 5,06366, Köthen (Anhalt),03496-405050,03496 405051,http://www.drk-koethen.de/,info@drk-koethen.de
185,Kreisverband Krefeld e.V.,Uerdinger Str. 609,47800, Krefeld,02151 5396 0,02151 5396 66,http://www.drk-krefeld.de,geschaeftsstelle@drk-krefeld.de
186,Kreisverband Kronach,Friesener Str. 46,96317, Kronach,0 92 61  60 72 0,0 92 61  60 72 199,http://www.brk-kronach.de,info@kvkronach.brk.de
187,Kreisverband Kulmbach,Rot-Kreuz-Platz 1,95326, Kulmbach,09221 9745 0,09221 9745 7000,https://www.brk-kulmbach.de,info@brk-kulmbach.de
188,Kreisverband Kundenberatung DDL,Berliner Str. 83,13189, Berlin,,,,support@drkservice.de
189,"Kreisverband Kursstadt (KTV, KiFam, S)",Kursstr. 1-3,88888, Kursstadt,,,,musterkursstadt@drk-dev.de
190,Kreisverband Kusel e.V.,Trierer Straße 39,66869, Kusel/Pfalz,06381 9246 0,06381 9246 98,http://www.drk-kv-kusel.de/,kreisverband@kv-kusel.drk.de
191,Kreisverband KV Terminbuchungstool,Musterweg 1,99999, Musterberg,,,,ktv-terminbuchungstool@drk-dev.de
192,Kreisverband KV Umgebung,Weg 1,99999, Musterbach,,,,Mailtest@mail.de
193,Kreisverband Land Hadeln e.V.,Am Großen Specken 14,21762, Otterndorf,04751 99 09 0,04751 99 09 100,http://www.drk-cuxhaven-hadeln.de/,info@drk-cuxhaven-hadeln.de
194,Kreisverband Landau e.V.,Am alten Güterbahnhof 5,76829, Landau,06341 9291 0,06341 9291 11,http://www.drk-landau.de,info@drk-landau.de
195,Kreisverband Landkreis  Konstanz e.V.,Konstanzer Str. 74,78315, Radolfzell am Bodensee,07732 9460 0,07732 9460 185,http://www.drk-kn.de,info@drkkn.de
196,Kreisverband Landkreis Greiz e.V.,Greizer Straße 95,07937, Zeulenroda-Triebes,036628 4990,036628 499 30,https://www.drk-zeulenroda.de,geschaeftsstelle@drk-zeulenroda.de
197,Kreisverband Landsberg am Lech,Max-Friesenegger-Str. 45,86899, Landsberg am Lech,08191 9188 0,08191 9188 21,http://www.brk-landsberg.de/,info@brk-landsberg.de
198,Kreisverband Landshut,Professor-Buchner-Str. 20,84034, Landshut,0871 96221 0,0871 96221 20,http://www.kvlandshut.brk.de,info@kvlandshut.brk.de
199,Kreisverband Lauterbach e.V.,Hohe Bergstraße 2,36341, Lauterbach,06641 9663-0,06641 9663-30,https://www.drk-lauterbach.de,service@drk-lauterbach.de
200,Kreisverband Leer e.V.,Heisfelder Str. 141,26789, Leer,0491 929230,0491 92923 50,http://www.drk-leer.de/,info@drk-leer.de
201,Kreisverband Leipzig Land e.V.,Schulstraße 15,04442, Zwenkau,034203 490,034203 49102,http://www.drk-leipzig-land.de/,buero@drk-leipzig-land.de
202,Kreisverband Leipzig-Stadt e.V.,Brandvorwerkstr. 36 a,04275, Leipzig,0341 30350,0341 3035199,http://www.drk-leipzig.de,Info@drk-leipzig.de
203,Kreisverband Leverkusen e.V.,Düsseldorfer Str. 28,51379, Leverkusen,02171 4006 110,02171 4006 166,http://www.drk-leverkusen.de,info@drk-leverkusen.de
204,Kreisverband Lichtenfels,Henry-Dunant-Straße 6,96215, Lichtenfels,09571  95 90  0,09571  95 90   20,http://www.kvlichtenfels.brk.de/,info@kvlichtenfels.brk.de
205,Kreisverband Limburg e.V.,Senefelderstraße 1,65553, Limburg,06431 9190 0,06431 9190 199,http://www.drk-limburg.de,info@drk-limburg.de
206,Kreisverband Lindau (B),Rotkreuzplatz 1,88131, Lindau,08382 2770 0,08382 2770 49,http://www.kvlindau.brk.de/,info@kvlindau.brk.de
207,Kreisverband Lippe e.V.,Hornsche Str. 29+31,32756, Detmold,05231 92140,05231 921442,https://www.drk-lippe.de,info@drk-lippe.de
208,Kreisverband Lippstadt-Hellweg e.V.,Gografenstr. 9,59597, Erwitte,02943 871 320,02943 871 287,http://www.drk-hellweg.de,info@drk-hellweg.de
209,Kreisverband Löbau e.V.,Äußere Zittauer Str. 47 a,02708, Löbau,03585 85098 0,03585 85098 13,http://www.drk-loebau.de,Sekretariat@DRK-Loebau.de
210,Kreisverband Lörrach e.V.,Weiler Straße 6,79540, Lörrach,07621 1515 0,07621 151515,http://www.drk-loerrach.de,info@drk-loerrach.de
211,Kreisverband Lübeck e.V.,Schwartauer Allee 92,23554, Lübeck,0451 481512 0,0451 481512 39,http://www.drk-luebeck.de,info@drk-luebeck.de
212,Kreisverband Lüchow-Dannenberg e.V.,Am Reiterstadion 1 a,29451, Dannenberg,05861 98800,05861 9880 88,http://www.drk-dan.de,jzywek@drk-dan.de
213,Kreisverband Ludwigsburg e.V.,Monreposstr. 53,71634, Ludwigsburg,07141 121 0,07141 121 222,http://www.drk-ludwigsburg.de/,info@drk-ludwigsburg.de
214,Kreisverband Ludwigslust e.V.,Bahnhofstr. 6,19288, Ludwigslust,03874 32611 0,03874 32611 9,https://www.drk-lwl.de/,geschaeftsstelle@drk-lwl.de
215,Kreisverband Lüneburg e.V.,Schnellenberger Weg 42,21339, Lüneburg,04131 6736 0,04131 6736 31,http://www.drk-lueneburg.de,kreisverband@drk-lueneburg.de
216,Kreisverband Lünen e.V.,Spormeckerplatz 1a,44532, Lünen,02306 30611 0,02306 30611 25,http://www.drk-luenen.de/,drk@drk-luenen.de
217,Kreisverband Magdeburg-Jerichower Land e.V. (Regionalverband),In der Alten Kaserne 13,39288, Burg,03921 3173,03921 635911,http://www.drk-mdjl.de,drk@drk-jl.de
218,Kreisverband Main-Spessart,Wernfelder Straße 1,97737, Gemünden,09351 5081 0,09351 5081 199,http://www.kvmain-spessart.brk.de,info@kvmain-spessart.brk.de
219,Kreisverband Main-Taunus e.V.,Schmelzweg 5,65719, Hofheim,06192-2077 0,06192-2077 66,http://www.drk-maintaunus.de,info@drk-maintaunus.de
220,Kreisverband Mainz-Bingen e.V.,Im Niedergarten 20,55124, Mainz,06131 269 0,,http://www.drk-mainz.de,info@drk-mainz.de
221,Kreisverband Mannheim e.V.,Hafenstraße 47,68159, Mannheim,062132180,06213218150,http://www.DRK-Mannheim.de,info@DRK-Mannheim.de
222,Kreisverband Marburg-Gießen e. V.,Eichgärtenallee 90,35394, Gießen,0641 400060,0641 4000660,http://www.drk-mittelhessen.de,servicestelle@drk-mittelhessen.de
223,Kreisverband Märkisch-Oder-Havel-Spree e.V.,Dr.- Wilhelm-Külz-Str. 37 - 38,15517, Fürstenwalde,03361 5967 0,03361 7694970,http://www.drk-mohs.de,info@drk-mohs.de
224,Kreisverband Märkisch-Oderland-Ost e.V.,Feldstraße 2 a,15306, Seelow,03346 8834 0,03346 8834 25,http://www.drk-mol-ost.de,info@drk-mol-ost.de
225,Kreisverband Märkischer Kreis e.V.,Karnacksweg 35 a,58636, Iserlohn,02351673200,023516732025,http://www.drk-im-mk.de,info@drk-im-mk.de
226,Kreisverband Mayen-Koblenz e.V.,Westbahnhofstraße 7,56727, Mayen,02651 70080,02651 700860,http://www.mayen-koblenz.drk.de,info@mayen-koblenz.drk.de
227,Kreisverband Mecklenburgische Seenplatte e.V.,Lessingstr. 70,17235, Neustrelitz,03981 2871 0,03981 287120,http://www.drk-msp.de/,info@drk-msp.de
228,Kreisverband Meiningen e.V.,Neu-Ulmer-Str. 5,98617, Meiningen,03693 44950,03693 449555,http://www.drk-meiningen.de,DRK@DRK-Meiningen.de
229,Kreisverband Meißen e.V.,Bergstr. 8,01662, Meißen,03521 75870,03521 758711,http://www.drk-meissen.de/,info@drk-meissen.de
230,Kreisverband Melle e.V.,Bismarckstr. 17,49324, Melle,05422 96246 0,05422 96246 34,http://www.drk-melle.de,info@drk-melle.de
231,Kreisverband Merzig-Wadern e.V.,Trierer Straße 148 K,66663, Merzig,0 68 61   93 49 0,0 68 61   93 49 30,http://www.drk-merzig.de,info@drk-merzig.de
232,Kreisverband Mettmann e.V.,Bahnstraße 55,40822, Mettmann,02104  2169 0,02104  2169 15,http://www.drk-mettmann.de,info@drk-mettmann.de
233,Kreisverband Miesbach,Wendelsteinstr. 9,83714, Miesbach,08025 2825 0,08025 2825 17,http://www.brk-miesbach.de/,info@kvmiesbach.brk.de
234,Kreisverband Miltenberg-Obernburg,Römerstraße 93,63785, Obernburg,06022 6181 0,06022 6181 419,http://www.BRK-MIL.de,info@brk-mil.de
235,Kreisverband Minden e.V.,Kutenhauser Straße 4,32425, Minden,0571 83747 0,0571 8374720,http://www.drkminden.de/,info@drk-kv-minden.de
236,Kreisverband Mitgliederstadt (FMV),Musterweg 28,99999, Musterberg,030 868 778 340,030 868 778 319,,fmv-mitgliedstadt@drk-dev.de
237,Kreisverband Mönchengladbach e.V.,Hohenzollernstr. 214,41063, Mönchengladbach,02161 46862 0,02161 46862 119,http://www.drk-mg.de,INFO@drk-mg.de
238,Kreisverband Mosbach e.V.,Sulzbacher Straße 17,74821, Mosbach,06261 9208 80,06261 9208 90,https://www.drk-mosbach.de/,service-center@drk-mosbach.de
239,Kreisverband Müggelspree e.V.,Waldowallee 101,10318, Berlin,030 5099679,030 5099550,http://www.drk-mueggelspree.de,info@drk-mueggelspree.de
240,Kreisverband Mühldorf,Ahamer Straße 11,84453, Mühldorf,08631  36 55  0,08631  36 55 49,https://kvmuehldorf.brk.de/,info@kvmuehldorf.brk.de
241,Kreisverband Mühlhausen e.V.,Windeberger Landstraße 38,99974, Mühlhausen,03601 8101 10,03601 8101 11,http://www.kv-muehlhausen.drk.de,info@kv-muehlhausen.drk.de
242,Kreisverband Muldental e.V.,Nischwitzer Breite 4,04808, Wurzen,03425 896610,03425 896622,https://www.drkmuldental.de/,info@drkmuldental.de
243,Kreisverband Mülheim an der Ruhr e.V.,Aktienstr. 58,45473, Mülheim an der Ruhr,0208 45006 0,0208 45006 11,http://www.drk-muelheim.de,kv@drk-muelheim.de
244,Kreisverband Müllheim e.V.,Moltkestr. 14 a,79379, Müllheim,07631 1805 0,07631 1805 50,https://www.kv-muellheim.drk.de/,info@drk-muellheim.de
245,Kreisverband München,Perchtinger Str. 5,81379, München,089 2373 0,089 2373 400,http://www.brk-muenchen.de,service@brk-muenchen.de
246,Kreisverband Münster e.V.,Zumsandestr. 25/27,48145, Münster,0251 3788 0,0251 3788 55,https://www.drk-muenster.de,info@drk-muenster.de
247,Kreisverband MUSTER-Bayern,Musterstr. 123,99999, Musterstadt,0147852369,0147852370,,mail@mailfake.de
248,Kreisverband Muster-DEMO,Zentralstrasse 1,99999, Zentralstadt,05151 3460,05151 22588,http://DRK-intern.de,musterdemo@drk-dev.de
249,Kreisverband Musterkurs-Standalone,Musterstraße 1,99999, Musterstadt,0123456789,0123456700,http://www.drk-musterkurs.de,musterkurs-standalon@drk-dev.de
250,Kreisverband Musterstadt e.V.,Dunanstraße 1,88888, Musterstadt,0000 12345678,0000 12345679,http://www.DRK-intern.de,mustestadt@drk-dev.de
251,Kreisverband Musterstadt-Planungstools,Musterstr. 1,99999, Musterstadt,,,,musterstadt-planungstools@drk-dev.de
252,Kreisverband Naumburg-Nebra e.V.,Jägerstr. 28,06618, Naumburg,0344571330,03445713323,https://www.drk-naumburg.de,info@drk-naumburg.de
253,Kreisverband Neu-Ulm,Pfaffenweg 42,89231, Neu-Ulm,0731 97441 0,0731 97441 22,http://www.brk-nu.de,info@kvneu-ulm.brk.de
254,Kreisverband Neubrandenburg e.V.,Robert-Blum-Str. 34,17033, Neubrandenburg,0395 56039 0,0395 56039 29,http://www.neubrandenburg.drk.de,info@neubrandenburg.drk.de
255,Kreisverband Neuburg-Schrobenhausen,Karl-Konrad-Str. 3,86633, Neuburg,08431 67990,08431 48840,http://www.kvndsob.brk.de,info@kvndsob.brk.de
256,Kreisverband Neumarkt,Klägerweg 9,92318, Neumarkt,09181 483 0,09181 483 38,http://www.brk-neumarkt.de,info@brk-neumarkt.de
257,Kreisverband Neumünster e.V.,Hahnknüll 58,24537, Neumünster,49 4321 905 230,49 4321 905 239,http://www.drk-nms.de,info@drk-nms.de
258,Kreisverband Neunkirchen e.V.,Dr.-Maximilian-Rech-Str. 3,66564, Ottweiler,06824 91111,06824 91113,https://www.kv-neunkirchen.drk.de/,info@drk-kv-neunkirchen.de
259,Kreisverband Neuss e.V.,Veilchenstraße 8 (Am Südpark),41466, Neuss,02131 74595 0,02131 74595 45,http://www.drk-neuss.de,info@drk-neuss.de
260,Kreisverband Neustadt a.d. Aisch-Bad Windsheim,Robert-Koch-Straße 2,91413, Neustadt an der Aisch,09161 8877 0,09161 8877 21,http://www.kvnea-bw.brk.de,info@kvnea-bw.brk.de
261,Kreisverband Neuwied e.V.,Pfarrstr. 64,56564, Neuwied,02631 9448 0,02631 9448 22,http://www.kv-neuwied.drk.de,info@kv-nr.drk.de
262,Kreisverband Nicht Kunde CRM,Mustergasse 5,99999, Musterbach,,,,
263,Kreisverband Niederbarnim e.V.,Börnicker Chaussee 1,16321, Bernau,03338 75386,03338 753873,http://www.drk-niederbarnim.de/,geschaeftsstelle@drk-niederbarnim.de
264,Kreisverband Niederlausitz e.V.,Gartenstrasse 14,03130, Spremberg,03563 23 42,03563 34 25 929,http://www.drk-niederlausitz.de/,info@drk-niederlausitz.de
265,Kreisverband Niederlausitz e.V.,Gartenstrasse 14,03130, Spremberg,03563 23 42,03563 34 25 929,http://www.drk-niederlausitz.de/,info@drk-niederlausitz.de
266,Kreisverband Niederrhein e.V.,Handwerkerstr. 5,46485, Wesel,0281   3001   0,0281   3001   30,http://www.drk-niederrhein.de/,info@drk-niederrhein.de
267,Kreisverband Nienburg/Weser e.V.,Moltkestraße 30,31582, Nienburg,05021 906 0,05021 906 250,http://www.drk-nienburg.de/,info@drk-nienburg.de
268,Kreisverband Norden e.V.,Hooge Riege 28,26506, Norden,04931 94 92 0,04931 94 92 16,http://www.drk-kv-norden.de,info@drk-kv-norden.de
269,Kreisverband Nordfriesland e.V.,Industriestr. 9,25813, Husum,04841 9668 0,04841 9668 22,https://www.drk-nordfriesland.de,info@drk-nordfriesland.de
270,Kreisverband Nordhausen e.V.,Hallesche Str. 42,99734, Nordhausen,03631 4753 0,03631 475333,http://www.drk-nordhausen.de,info@drk-nordhausen.de
271,Kreisverband Nordschwaben,Jennisgasse 7,86609, Donauwörth,0906 70682 0,0906 70682 732,http://www.brk-nordschwaben.de,info@kvnordschwaben.brk.de
272,Kreisverband Nordvorpommern e.V.,Körkwitzer Weg 43,18311, Ribnitz-Damgarten,03821 87860,03821 878685,http://www.drk-nvp.de,info@drk-nvp.de
273,Kreisverband Nordwestmecklenburg e.V.,Pelzerstr. 15,23936, Grevesmühlen,03881 7595 0,03881 2413,https://www.drk-nwm.de,info@drk-nwm.de
274,Kreisverband Nürnberg-Stadt,Sulzbacher Str. 42,90489, Nürnberg,0911 5301 0,0911 5301 298,http://www.kvnuernberg-stadt.brk.de,info@kvnuernberg-stadt.brk.de
275,Kreisverband Nürnberger Land,Henry-Dunant-Str. 1,91207, Lauf/Pegnitz,09123 9403 0,09123 12961,http://www.kvnl.brk.de,info@kvnl.brk.de
276,Kreisverband Nürtingen-Kirchheim/Teck e.V.,Laiblinstegstr. 7-11,72622, Nürtingen,07022 7007 2100,07022 7007 53,http://www.kv-nuertingen.drk.de/,info@kv-nuertingen.drk.de
277,Kreisverband Oberallgäu,Haubenschloßstr. 12,87435, Kempten,0831 52292 0,0831 52292 16,https://kvoberallgaeu.brk.de,info@kvoa.brk.de
278,Kreisverband Oberbergischer Kreis e.V.,Scharder Straße 41b,51709, Marienheide,02264 20134 0,02264 20134 30,https://www.oberberg.drk.de,mail@Oberberg.DRK.de
279,Kreisverband Oberhausen (Rhld.) e.V.,Theresenstr. 14,46049, Oberhausen,0208 85900 0,0208 85900 55,http://www.drk-ob.de,info@drk-ob.de
280,Kreisverband Oberlahn e.V.,Frankfurter Str. 31,35781, Weilburg,06471 92800,06471 928029,http://www.drk-oberlahn.de/,Info@drk-oberlahn.de
281,Kreisverband Odenwaldkreis e.V.,Illigstr. 11,64711, Erbach,06062 607100,06062 60755,http://www.drk-odenwaldkreis.de/,info@drk-odenwaldkreis.de
282,Kreisverband Oelsnitz/Vogtland e.V.,Melanchthonstr. 26,08606, Oelsnitz,037421 4970,037421 497 18,http://www.drk-oelsnitz.de,info@drk-oelsnitz.de
283,Kreisverband Offenbach e.V.,Herrnstraße 57,63065, Offenbach,069 75 66 20 20,069 75 66 20 39,http://www.drk-of.de,ausbildung@drk-of.de
284,Kreisverband Offenburg e.V.,Rammersweierstraße 3,77654, Offenburg,07819191890,078191918950,http://www.drk-og.de,info@drk-og.de
285,Kreisverband Oldenburg-Land e.V.,Parkstraße 55b,27798, Hude,04408 9391 0,04408 9391 33,https://www.drk-ol-land.de,info@drk-ol-land.de
286,Kreisverband Oldenburg-Stadt e.V.,Schützenhofstraße 83/85,26135, Oldenburg,0 44 1 77 93 30,0 44 1 77 93 35 5,http://www.drk-ol.de,info@drk-ol.de
287,Kreisverband Olpe e.V.,Hauptmanns Garten 9 a,57462, Olpe,02761 9648 0,02761 9648 30,http://www.kv-olpe.drk.de/,info@kv-olpe.drk.de
288,Kreisverband Ortenau e.V.,Alte Bahnhofstraße 10/3,77933, Lahr / Schwarzwald,07821 98 18 40,07821 98 18 419,http://www.drk-lahr.de/,info@drk-lahr.de
289,Kreisverband Osnabrück-Land e.V.,Im Nahner Feld 6,49082, Osnabrück,0541 589986,0541 589987,http://www.drk-os-land.de,info@kv-os-land.drk.de
290,Kreisverband Osnabrück-Nord e.V.,Rosenweg 10,49577, Ankum,05462 7458980,05462 7457425,http://www.os-nord.drk.de,info@os-nord.drk.de
291,Kreisverband Osnabrück-Stadt e.V.,Konrad-Adenauer-Ring 20,49074, Osnabrück,0541 3 58 38 0,05 41  3 58 38 12,http://www.drk-osnabrueck-stadt.de,info@drk-osnabrueck-stadt.de
292,Kreisverband Ostallgäu,Beethovenstr. 2,87616, Marktoberdorf,08342 9669 0,08342 9669 55,http://www.brk-ostallgaeu.de,info@kvostallgaeu.brk.de
293,Kreisverband Osterholz e. V.,Bördestraße. 23,27711, Osterholz - Scharmbeck,04791 9200 0,04791 9200 75,https://www.drk-ohz.de,info@drk-ohz.de
294,Kreisverband Osterode am Harz e.V.,In der Horst 10,37520, Osterode am Harz,05522 99170,05522 991720,http://www.drk-kv-osterode.org,verwaltung@drk-kv-osterode.org
295,Kreisverband Ostholstein e.V.,Waldstr. 6,23701, Eutin,04521 80030,04521 800339,http://www.drk-ostholstein.de,servicestelle@drk-oh.de
296,Kreisverband Östliche Altmark e.V.,Moltkestr. 33,39576, Stendal,03931 64650,03931 646526,https://www.drk-stendal.de/,info@drk-stendal.de
297,Kreisverband Ostprignitz-Ruppin e.V.,Straße des Friedens 3,16816, Neuruppin,03391 39630,03391 396318,http://www.drk-ostprignitz-ruppin.de/,info@drk-ostprignitz-ruppin.de
298,Kreisverband Ostvorpommern-Greifswald e.V.,Ravelinstr. 17,17389, Anklam,03971 20030,03971 240004,http://www.drk-ovp-hgw.de,kreisverband@drk-ovp-hgw.de
299,Kreisverband Paderborn e.V.,Neuhäuser Str. 62-64,33102, Paderborn,05251 13093 0,05251 13093 50,http://www.drk-paderborn.de,info@drk-paderborn.de
300,Kreisverband Parchim e.V.,Moltkeplatz 3,19370, Parchim,03871 6225 0,03871 6225 25,https://www.drk-parchim.de,info@drk-parchim.de
301,Kreisverband Passau,Rotkreuzstr. 1,94032, Passau,0851 959890,0851 9598928,https://kvpassau.brk.de,info@kvpassau.brk.de
302,Kreisverband Peine e.V.,Hegelstr. 9,31224, Peine,05171 7675 0,05171 7675 29,http://www.drkpeine.de,info@drkpeine.de
303,Kreisverband Pfaffenhofen a. d. Ilm,Michael-Weingartner-Straße 9,85276, Pfaffenhofen,08441 4933 0,08441 4933 33,http://www.kvpfaffenhofen.brk.de,info@kvpfaffenhofen.brk.de
304,Kreisverband Pforzheim-Enzkreis e.V.,Kronprinzenstr. 22,75177, Pforzheim,07231 373 0,07231 373 244,http://www.drk-pforzheim.de/,info@drk-pforzheim.de
305,Kreisverband Pinneberg e.V.,Oberer Ehmschen 53,25462, Rellingen,04101 5003  0,04101 5003 300,http://www.drk-kreis-pinneberg.de,drk-info@drk-kreis-pinneberg.de
306,Kreisverband Pirna e.V.,Liebstädter Straße 4 b,01796, Pirna,03501 460170,03501 460199,http://www.drkpirna.de,kreisverband@drkpirna.de
307,Kreisverband Plöner-Land  e.V.,Plöner Landstraße 14,24211, Schellhorn,0 43 42 90 33 40 0,0 43 42 90 33 40 90,http://www.drkploenerland.de,info@drkploenerland.de
308,Kreisverband Potsdam/Zauch-Belzig e.V.,Arthur-Scheunert-Allee 2,14558, Nuthetal,033200513660,033200513633,http://www.drk-potsdam.de,info@drk-potsdam.de
309,Kreisverband Prignitz e.V.,Friedensstraße 4b,19348, Perleberg,03876  79148 0,03876  7914830,http://www.drk-prignitz.de/,kreisverband@drk-prignitz.de
310,Kreisverband Quedlinburg-Halberstadt e.V.,Ballstr. 22,06484, Quedlinburg,03946 7700 0,03946 7700 20,https://www.drk-harzkreis.de,info@drk-harzkreis.de
311,Kreisverband Rastatt e.V.,Plittersdorfer Straße 1/3,76437, Rastatt,07222 9233-0,07222 9233-50,http://www.drk-rastatt.de,info@drk-rastatt.de
312,Kreisverband Ravensburg e.V.,Ulmer Str. 95,88212, Ravensburg,0751 560610,0751 56061 49,http://www.drk-rv.de/,info@drk-rv.de
313,Kreisverband Recklinghausen e.V.,Kölner Straße 20,45661, Recklinghausen,02361 9393 0,02361 9393 904,http://www.kv-recklinghausen.drk.de,info@drk-re.de
314,Kreisverband Regen,Osserstr. 2,94209, Regen,09921 9446 0,09921 9446 50,http://www.brk-regen.de,info@kvregen.brk.de
315,Kreisverband Regensburg,Hoher-Kreuz-Weg 7,93055, Regensburg,0941 79605 0,0941 79605 1600,http://www.brk-regensburg.de,info@kvregensburg.brk.de
316,Kreisverband Region Hannover e.V.,Karlsruher Strasse 2c,30519, Hannover,0511 3671 0,0511 3671 102,http://www.drk-hannover.de,info@drk-hannover.de
317,Kreisverband Reinickendorf-Wittenau e.V.,Antonienstraße 50A,13403, Berlin,030  600 300 5602,030  600 300 95602,https://www.drk-reinickendorf-wittenau.de,info@drk-rdfwitt.de
318,Kreisverband Rems-Murr e.V.,Henri-Dunant-Str. 1,71334, Waiblingen,07151 2002 0,07151 2002 52,https://www.drk-rems-murr.de,info@drk-rems-murr.de
319,Kreisverband Remscheid e.V.,Alleestr. 122 - 124,42853, Remscheid,02191 92350,02191 923590,http://www.DRK-Remscheid.de,info@drk-remscheid.de
320,Kreisverband Rendsburg-Eckernförde e.V.,Berliner Straße 2,24768, Rendsburg,04331  138 3,04331 138 538,http://www.DRK-RdEck.de,info@DRK-RdEck.de
321,Kreisverband Reutlingen e.V.,Obere Wässere 1,72764, Reutlingen,07121 9287 0,07121 928751,http://www.drk-reutlingen.de,info@drk-kv-rt.de
322,Kreisverband Rhein-Erft e.V.,Zeppelinstr. 25,50126, Bergheim,02271 606 0,02271 606 100,http://www.drk-rhein-erft.de,info@drk-rhein-erft.de
323,Kreisverband Rhein-Hunsrück e.V.,Poststr. 2,55469, Simmern,06761 9595 0,06761 9595 20,http://www.rhk.drk.de,info@rhk.drk.de
324,Kreisverband Rhein-Lahn e.V.,Auf der Pütz 6,56130, Bad Ems,02603 9414 0,02603 941420,http://www.DRK-Rhein-Lahn.de,info@kv-rhein-lahn.drk.de
325,Kreisverband Rhein-Neckar/  Heidelberg e.V.,Langer Anger 2,69115, Heidelberg,06221 9010 0,06221 901060,http://www.drk-heidelberg.de,geschaeftsfuehrung@drk-rn-heidelberg.de
326,Kreisverband Rhein-Pfalz e.V.,Speyerer Str. 143,67112, Mutterstadt,06234 2200,06234 6866,http://www.DRK-Rhein-Pfalz.de,info@drk-kv-rp.de
327,Kreisverband Rhein-Sieg e.V.,Zeughausstraße 3,53721, Siegburg,02241 5969 7900,,http://www.drk-rhein-sieg.de,info@drk-rhein-sieg.de
328,Kreisverband Rhein.-Berg. Kreis e.V.,Hauptstr. 261,51465, Bergisch Gladbach,02202 93641 0,02202 93641 17,http://www.rhein-berg.drk.de,zentrale@Rhein-Berg.DRK.de
